unique_id	claim	scientific_claim	annotator_1	annotator_2	annotator_3	id	evidence	label
4662	Species distribution can be understood through factors such as glaciation .	True	1	0	1	219164	It is very useful in understanding species distribution through factors such as speciation , extinction , continental drift , glaciation , variation of sea levels , river capture and available resources .	SUPPORTS
4667	Doxycycline may cause diarrhea .	True	1	1	1	46792	Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .	SUPPORTS
4680	Military deception is a form of strategic use of information used by the military .	False	0	0	0	207334	As a form of strategic use of information -LRB- disinformation -RRB- , it overlaps with psychological warfare .	SUPPORTS
4708	Anxiety can heighten other mental health illnesses such as OCD and panic disorder .	True	1	1	1	132883	Furthermore , anxiety has been linked with physical symptoms such as IBS and can heighten other mental health illnesses such as OCD and panic disorder .	SUPPORTS
4905	Uranium is a chemical compound .	True	1	0	1	145474	Uranium is a chemical element with symbol U and atomic number 92 .	REFUTES
4908	Pharmacology has nothing to do with the research , discovery , and characterization of chemicals which show biological effects .	True	1	0	1	146317	Pharmacology , a biomedical science , deals with the research , discovery , and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals .	REFUTES
4950	Levoamphetamine is a stimulant .	True	1	1	1	160055	Levoamphetamine , also known as levamfetamine -LRB- INN -RRB- , -LRB- R -RRB- - amphetamine , - amphetamine , and L-amphetamine , is a central nervous system -LRB- CNS -RRB- stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue .	SUPPORTS
4969	Animals are multicellular organisms .	True	1	1	1	161713	All species of animals , land plants and most fungi are multicellular , as are many algae , whereas a few organisms are partially uni - and partially multicellular , like slime molds and social amoebae such as the genus Dictyostelium .	SUPPORTS
4986	Physics ' main goal is to understand the behavior of eels .	True	1	0	1	123121	One of the most fundamental scientific disciplines , the main goal of physics is to understand how the universe behaves .	REFUTES
5001	Davis Phinney is immune to Parkinson 's disease .	False	0	0	0	120591	People with parkinsonism who have increased the public 's awareness of the condition include actor Michael J. Fox , Olympic cyclist Davis Phinney , and late professional boxer Muhammad Ali .	REFUTES
5030	The ovary is a sensory organ .	True	1	1	1	129412	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	REFUTES
5057	A near-Earth object is a massive Solar System body .	True	1	0	1	123753	A near-Earth object -LRB- NEO -RRB- is any small Solar System body whose orbit brings it into proximity with Earth .	REFUTES
5059	A thunderstorm has no effect on the Earth 's atmosphere .	True	1	1	1	201592	A thunderstorm , also known as an electrical storm , lightning storm , or thundershower , is a storm characterized by the presence of lightning and its acoustic effect on the Earth 's atmosphere , known as thunder .	REFUTES
5091	Absinthe has psychoactive properties that are exaggerated .	True	1	1	1	8971	Recent studies have shown that absinthe 's psychoactive properties -LRB- apart from that of the alcohol -RRB- have been exaggerated .	SUPPORTS
5133	South Island lacks 23 percent of New Zealand 's million inhabitants .	False	0	0	0	140067	It has a 32 percent larger landmass than the North Island so is sometimes referred to as the `` mainland '' of New Zealand , especially by South Island residents , but only 23 percent of New Zealand 's million inhabitants live there .	REFUTES
5144	Coeliac disease is treated by maintaining a healthy diet .	True	1	1	1	142863	The only known effective treatment is a strict lifelong gluten-free diet , which leads to recovery of the intestinal mucosa , improves symptoms , and reduces risk of developing complications in most people .	SUPPORTS
5174	The Romani people went extinct around 1,000 years ago .	True	1	1	1	113688	There are an estimated one million Roma in the United States ; and 800,000 in Brazil , most of whose ancestors emigrated in the nineteenth century from eastern Europe .	REFUTES
5193	In 2015 , among Americans , 11 % of adults had consumed alcoholic drink at some point .	True	1	1	1	96377	For instance , in 2015 , among Americans , 89 % of adults had consumed alcohol at some point , 70 % had drunk it in the last year , and 56 % in the last month .	REFUTES
5202	Acetylcholine prevents neuromodulation .	True	1	1	1	12084	For this reason , some neurotransmitters are also considered to be neuromodulators , such as serotonin and acetylcholine .	REFUTES
5219	Fraud can be used for monetary gain through deception .	False	0	0	0	74440	The purpose of fraud may be monetary gain or other benefits , such as obtaining a driver 's license or qualifying for a mortgage by way of false statements .	SUPPORTS
5235	Hermit crabs are decapod crustaceans .	True	1	0	1	139717	Hermit crabs are decapod crustaceans of the superfamily Paguroidea .	SUPPORTS
5237	Innovation is viewed as the application of better solutions that negate market needs .	False	0	0	0	217102	However , innovation is often also viewed as the application of better solutions that meet new requirements , unarticulated needs , or existing market needs .	REFUTES
5262	Dark matter is distinguishable from dark energy .	True	1	0	1	4807	Dark matter is a hypothetical type of matter distinct from baryonic matter -LRB- ordinary matter such as protons and neutrons -RRB- , neutrinos and dark energy .	SUPPORTS
5290	Anxiety can lessen other mental health illnesses .	True	1	1	1	81613	Furthermore , anxiety has been linked with physical symptoms such as IBS and can heighten other mental health illnesses such as OCD and panic disorder .	REFUTES
5297	Absinthe has psychoactive effects .	True	1	1	1	75922	Recent studies have shown that absinthe 's psychoactive properties -LRB- apart from that of the alcohol -RRB- have been exaggerated .	SUPPORTS
5315	Great white sharks are responsible for the smallest number of reported and identified fatal unprovoked shark attacks on humans .	True	1	1	1	176636	Humans are not the preferred prey of the great white shark , but , nevertheless , the great white is responsible for the largest number of reported and identified fatal unprovoked shark attacks on humans .	REFUTES
5322	China is incapable of being a country .	False	0	0	0	139728	China , officially the People 's Republic of China -LRB- PRC -RRB- , is a unitary sovereign state in East Asia and the world 's most populous country , with a population of over 1.381 billion .	REFUTES
5337	Superhuman abilities may be impeded by human enhancement by nanotechnology .	True	1	0	1	153539	Superhuman abilities may result from human enhancement by genetic modification , cybernetic implants , nanotechnology , radiation or from human evolution in the future .	REFUTES
5381	Doxycycline may cause headaches .	True	1	1	1	124993	Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .	REFUTES
5436	Physics ' main goal is to understand the behavior of the universe .	True	1	0	1	21854	One of the most fundamental scientific disciplines , the main goal of physics is to understand how the universe behaves .	SUPPORTS
5464	Dark matter may not be real .	True	1	0	1	64486	Dark matter is a hypothetical type of matter distinct from baryonic matter -LRB- ordinary matter such as protons and neutrons -RRB- , neutrinos and dark energy .	SUPPORTS
5499	Solanum contains animals with ornamental flowers .	True	1	1	1	16080	Solanum is a large and diverse genus of flowering plants , which include two food crops of high economic importance , the potato and the tomato .	REFUTES
5524	Pharmacology deals with the development , discovery , and characterization of chemicals which show biological effects .	True	1	0	1	95358	Pharmacology , a biomedical science , deals with the research , discovery , and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals .	SUPPORTS
5592	Dark matter is different from baryonic matter .	True	1	0	1	117948	Dark matter is a hypothetical type of matter distinct from baryonic matter -LRB- ordinary matter such as protons and neutrons -RRB- , neutrinos and dark energy .	SUPPORTS
5687	National pain is one symptom of pulmonary embolism .	False	0	0	0	92419	Symptoms of a PE may include shortness of breath , chest pain particularly upon breathing in , and coughing up blood .	SUPPORTS
5727	Superhuman abilities may come about from human enhancement by cybernetic implants .	True	1	1	1	62779	Superhuman abilities may result from human enhancement by genetic modification , cybernetic implants , nanotechnology , radiation or from human evolution in the future .	SUPPORTS
5730	Dissociative identity disorder is incapable of being classified as a mental disorder .	False	0	0	0	12639	Dissociative identity disorder -LRB- DID -RRB- , also known as multiple personality disorder -LRB- MPD -RRB- , is a mental disorder characterized by at least two distinct and relatively enduring identities or dissociated personality states .	REFUTES
5757	Uranium has 92 neutrons .	True	1	1	1	129391	The most common isotopes in natural uranium are uranium-238 -LRB- which has 146 neutrons and accounts for over 99 % -RRB- and uranium-235 -LRB- which has 143 neutrons -RRB- .	REFUTES
5771	Research is used to test the validity of instruments .	True	1	0	1	171892	To test the validity of instruments , procedures , or experiments , research may replicate elements of prior projects or the project as a whole .	SUPPORTS
5813	2.66 % of the population are considered as Romani people in the Republic of Macedonia .	False	1	0	0	106030	Altogether , 2.85 % Romani and Egyptians have been registered in Macedonia .	SUPPORTS
5848	Pulmonary embolism is not indicated by rapid breathing .	True	1	1	1	916	Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .	REFUTES
5904	Uranium is an elemental chemical .	True	1	0	1	67319	Uranium is a chemical element with symbol U and atomic number 92 .	SUPPORTS
5908	Doxycycline may induce vomiting .	True	1	1	1	123434	Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .	SUPPORTS
5978	Dissociative identity disorder is known as dementia .	True	1	0	1	32338	Dissociative identity disorder -LRB- DID -RRB- , also known as multiple personality disorder -LRB- MPD -RRB- , is a mental disorder characterized by at least two distinct and relatively enduring identities or dissociated personality states .	REFUTES
6034	Superhuman abilities may result from frog enhancement by nanotechnology .	True	1	0	1	60039	Superhuman abilities may result from human enhancement by genetic modification , cybernetic implants , nanotechnology , radiation or from human evolution in the future .	REFUTES
6060	Superhuman abilities may result from dog enhancement by genetic modification .	True	1	0	1	117552	Superhuman abilities may result from human enhancement by genetic modification , cybernetic implants , nanotechnology , radiation or from human evolution in the future .	REFUTES
6165	Species distribution can be understood through factors such as speciation and continental drift .	True	1	0	1	219205	It is very useful in understanding species distribution through factors such as speciation , extinction , continental drift , glaciation , variation of sea levels , river capture and available resources .	SUPPORTS
6171	Anxiety has been linked to other ailments .	True	1	1	1	73689	Furthermore , anxiety has been linked with physical symptoms such as IBS and can heighten other mental health illnesses such as OCD and panic disorder .	SUPPORTS
6255	Dark matter is a type of matter .	True	1	0	1	37052	Dark matter is a hypothetical type of matter distinct from baryonic matter -LRB- ordinary matter such as protons and neutrons -RRB- , neutrinos and dark energy .	SUPPORTS
6310	Azithromycin is prescribed under different trade names .	False	0	0	1	91868	It is available as a generic medication and is sold under many trade names worldwide .	SUPPORTS
6362	Dissociative identity disorder is a skin disorder .	True	1	1	1	20497	Dissociative identity disorder -LRB- DID -RRB- , also known as multiple personality disorder -LRB- MPD -RRB- , is a mental disorder characterized by at least two distinct and relatively enduring identities or dissociated personality states .	REFUTES
6377	In 2015 , among Mexicans , 70 % of adults had consumed alcoholic drink in the last year .	False	1	0	0	83351	For instance , in 2015 , among Americans , 89 % of adults had consumed alcohol at some point , 70 % had drunk it in the last year , and 56 % in the last month .	REFUTES
6385	Levoamphetamine increases concentration .	True	1	1	1	160052	Levoamphetamine , also known as levamfetamine -LRB- INN -RRB- , -LRB- R -RRB- - amphetamine , - amphetamine , and L-amphetamine , is a central nervous system -LRB- CNS -RRB- stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue .	SUPPORTS
6416	The ovary is part of the female reproductive system .	True	1	1	1	6210	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	SUPPORTS
6423	Earth 's atmosphere experiences an acoustic effect during a thunderstorm .	True	1	1	1	201606	A thunderstorm , also known as an electrical storm , lightning storm , or thundershower , is a storm characterized by the presence of lightning and its acoustic effect on the Earth 's atmosphere , known as thunder .	SUPPORTS
6424	Ovaries do not occur alone .	True	1	0	1	55860	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	SUPPORTS
6491	Great white sharks killed humans in the past .	True	1	1	0	89739	Humans are not the preferred prey of the great white shark , but , nevertheless , the great white is responsible for the largest number of reported and identified fatal unprovoked shark attacks on humans .	SUPPORTS
6564	Milk is based on the life of a person that was solely a farmer .	False	0	0	0	177850	Milk is a 2008 American biographical film based on the life of gay rights activist and politician Harvey Milk , who was the first openly gay person to be elected to public office in California , as a member of the San Francisco Board of Supervisors .	REFUTES
6614	Internet access is the ability of organizations to research on the internet .	False	0	0	0	75210	Internet access is ability of individuals and organizations to connect to the Internet using computer terminals , computers , mobile devices ; and to access services such as email and the World Wide Web .	REFUTES
6667	Benzodiazepine was globally the most prescribed dance move in 1977 .	False	0	0	0	105693	In 1977 benzodiazepines were globally the most prescribed medications .	REFUTES
6713	Research is incapable of testing the validity of experiments .	True	1	0	1	171897	To test the validity of instruments , procedures , or experiments , research may replicate elements of prior projects or the project as a whole .	REFUTES
6782	Species distribution can be understood through at least one factor .	True	1	0	1	219202	It is very useful in understanding species distribution through factors such as speciation , extinction , continental drift , glaciation , variation of sea levels , river capture and available resources .	SUPPORTS
6784	Proponents of globalism tend to advocate for changing economic policy .	True	1	1	1	39612	It tends to advocate for such policies as increases in immigration , free trade , lowering tariffs , interventionism and global governance .	SUPPORTS
6798	Military deception is a form of disinformation .	False	0	0	0	207332	As a form of strategic use of information -LRB- disinformation -RRB- , it overlaps with psychological warfare .	SUPPORTS
6804	Pulmonary embolism is not indicated by low blood oxygen levels .	True	1	1	1	76086	Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .	REFUTES
6826	Internet access is the ability of individuals to disconnect the internet .	False	0	0	0	77398	Internet access is ability of individuals and organizations to connect to the Internet using computer terminals , computers , mobile devices ; and to access services such as email and the World Wide Web .	REFUTES
6837	Coeliac disease is treated by maintaining a fat-free diet .	True	1	1	1	137674	The only known effective treatment is a strict lifelong gluten-free diet , which leads to recovery of the intestinal mucosa , improves symptoms , and reduces risk of developing complications in most people .	REFUTES
6859	Species distribution can be understood only through speciation .	True	1	1	1	219189	It is very useful in understanding species distribution through factors such as speciation , extinction , continental drift , glaciation , variation of sea levels , river capture and available resources .	REFUTES
6879	To test the validity of experiments , research is used .	True	1	0	1	171890	To test the validity of instruments , procedures , or experiments , research may replicate elements of prior projects or the project as a whole .	SUPPORTS
6912	UNESCO 's City of Literature program aims to suppress the social , economic and cultural development of cities in both the developed and the developing world .	False	0	0	0	107725	Its aim is to `` promote the social , economic and cultural development of cities in both the developed and the developing world . ''	REFUTES
6927	The Mormon population has been growing rapidly due to high death and conversion rates .	True	1	1	1	148173	Due to their high birth and conversion rates , the Mormon population has grown significantly in recent decades .	REFUTES
6961	Bonobos have an estimated population of more than 60,000 .	True	1	1	1	68677	There is no concrete data on population numbers , but the estimate is between 29,500 and 50,000 individuals .	REFUTES
6982	MSG is used in the food industry .	True	1	1	1	47296	MSG is used in the food industry as a flavor enhancer with an umami taste that intensifies the meaty , savory flavor of food , as naturally occurring glutamate does in foods such as stews and meat soups .	SUPPORTS
6987	Simi Valley , California , reported a higher median household income than the overall national median income in 2012 .	True	1	1	1	183404	The U.S. Census Bureau of 2012 reported a median household income of $ 87,894 , which is higher than the California median of $ 70,231 and the national average of $ 62,527 .	SUPPORTS
6992	Doxycycline may not cause increased risk of sunburn .	True	1	1	1	76759	Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .	REFUTES
7039	Acetylcholine induces neuromodulation .	True	1	1	1	11237	For this reason , some neurotransmitters are also considered to be neuromodulators , such as serotonin and acetylcholine .	SUPPORTS
7053	Azithromycin is not available as a generic medication .	False	0	0	1	114829	It is available as a generic medication and is sold under many trade names worldwide .	REFUTES
7113	Species distribution can be understood through factors like extinction .	True	1	1	1	219171	It is very useful in understanding species distribution through factors such as speciation , extinction , continental drift , glaciation , variation of sea levels , river capture and available resources .	SUPPORTS
7137	Benzodiazepines are always safe .	True	1	1	1	47267	High doses of many shorter-acting benzodiazepines may also cause anterograde amnesia and dissociation .	REFUTES
7173	UNESCO 's City of Literature program aims to promote the social , economic and cultural development of cities .	False	0	0	0	136731	Its aim is to `` promote the social , economic and cultural development of cities in both the developed and the developing world . ''	SUPPORTS
7281	Benzodiazepine was globally the least prescribed medication in 1977 .	True	1	1	1	57670	In 1977 benzodiazepines were globally the most prescribed medications .	REFUTES
7301	Levoamphetamine improves the ability to stay conscious and awake .	True	1	1	1	160050	Levoamphetamine , also known as levamfetamine -LRB- INN -RRB- , -LRB- R -RRB- - amphetamine , - amphetamine , and L-amphetamine , is a central nervous system -LRB- CNS -RRB- stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue .	SUPPORTS
7336	Anxiety can heighten other issues .	True	1	0	1	52747	Furthermore , anxiety has been linked with physical symptoms such as IBS and can heighten other mental health illnesses such as OCD and panic disorder .	SUPPORTS
7388	Pharmacology deals with the elucidation of molecular and organismal function in relation to chemicals .	True	1	1	1	17218	More specifically , it is the study of the interactions that occur between a living organism and chemicals that affect normal or abnormal biochemical function .	SUPPORTS
7412	The Mormon population has been growing rapidly due to high birth and conversion pizzas .	True	1	0	1	29594	Due to their high birth and conversion rates , the Mormon population has grown significantly in recent decades .	REFUTES
7494	The ovary is part of the male reproductive system .	True	1	1	1	26404	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	REFUTES
7545	Personality is unaffected by the development of personal memories .	True	1	1	1	138743	Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .	REFUTES
7546	Multicellular organisms include most animals .	True	1	1	1	161709	All species of animals , land plants and most fungi are multicellular , as are many algae , whereas a few organisms are partially uni - and partially multicellular , like slime molds and social amoebae such as the genus Dictyostelium .	REFUTES
7561	Personality is unaffected by the development of skills .	True	1	1	1	50799	Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .	REFUTES
7571	Estonia borders the Arctic Ocean .	True	1	1	1	40305	It is bordered to the north by the Gulf of Finland , to the west by the Baltic Sea , to the south by Latvia -LRB- 343 km -RRB- , and to the east by Lake Peipus and Russia -LRB- 338.6 km -RRB- .	REFUTES
7588	Doxycycline may cause heightened risk of sunburn .	True	1	1	1	82492	Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .	SUPPORTS
7642	MSG is a savory flavor enhancer .	True	1	1	1	26820	MSG is used in the food industry as a flavor enhancer with an umami taste that intensifies the meaty , savory flavor of food , as naturally occurring glutamate does in foods such as stews and meat soups .	SUPPORTS
7698	UNESCO 's City of Literature program aims to promote the social , economic and cultural development of cities in both the developed and the developing world .	False	0	0	0	7297	Its aim is to `` promote the social , economic and cultural development of cities in both the developed and the developing world . ''	SUPPORTS
7827	Bonobos were separated from the ancestors of the common chimpanzee .	True	1	1	1	157878	Bonobos live south of the river , and thereby were separated from the ancestors of the common chimpanzee , which live north of the river .	SUPPORTS
7841	Pattern recognition uses unsupervised learning to discover previously unknown patterns .	True	1	1	1	65949	Pattern recognition systems are in many cases trained from labeled `` training '' data -LRB- supervised learning -RRB- , but when no labeled data are available other algorithms can be used to discover previously unknown patterns -LRB- unsupervised learning -RRB- .	SUPPORTS
7872	Pharmacology is concerned with the research , discovery , and characterization of chemicals which show biological effects .	True	1	0	1	71232	Pharmacology , a biomedical science , deals with the research , discovery , and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals .	SUPPORTS
7902	Innovation is viewed as the application of better solutions that meet market needs .	False	0	0	0	217094	However , innovation is often also viewed as the application of better solutions that meet new requirements , unarticulated needs , or existing market needs .	SUPPORTS
7933	Benzodiazepines can be taken in overdoses .	True	1	1	1	34791	Benzodiazepines can be taken in overdoses and can cause dangerous deep unconsciousness .	SUPPORTS
7941	Levoamphetamine changes concentration .	True	1	1	1	160054	Levoamphetamine , also known as levamfetamine -LRB- INN -RRB- , -LRB- R -RRB- - amphetamine , - amphetamine , and L-amphetamine , is a central nervous system -LRB- CNS -RRB- stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue .	SUPPORTS
7966	One possible cause of Dissociative identity disorder ( DID ) is disruptions in memory caused by psychological trauma .	True	1	1	1	160555	Dissociative disorders , including DID , have been attributed to disruptions in memory caused by trauma or other forms of stress .	SUPPORTS
7972	Species distribution can be understood through many factors except variation of sea levels .	True	1	1	1	219188	It is very useful in understanding species distribution through factors such as speciation , extinction , continental drift , glaciation , variation of sea levels , river capture and available resources .	REFUTES
7984	Dissociative identity disorder is known only in the United States of America .	True	1	1	1	89049	DID is diagnosed more frequently in North America than in the rest of the world , and is diagnosed three to nine times more often in females than in males .	REFUTES
7992	Solanum contains plants with couches .	True	1	1	1	37727	Solanum is a large and diverse genus of flowering plants , which include two food crops of high economic importance , the potato and the tomato .	REFUTES
8082	Personality is unaffected by the development of social relationships .	True	1	1	1	88023	Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .	REFUTES
8103	In 2015 , among Americans , more than 50 % of adults had consumed alcoholic drink in the last year .	True	1	1	1	99251	For instance , in 2015 , among Americans , 89 % of adults had consumed alcohol at some point , 70 % had drunk it in the last year , and 56 % in the last month .	SUPPORTS
8213	Bonobos have an estimated population of less than 50,000 .	True	1	1	1	45805	There is no concrete data on population numbers , but the estimate is between 29,500 and 50,000 individuals .	SUPPORTS
8288	Pakistan 's semi-industrialized economy is the 25th largest in the world in purchasing power parity in 2017 .	True	1	1	1	106191	The Pakistani economy is the 24th-largest in the world in terms of purchasing power and the 41st-largest in terms of nominal GDP -LRB- World Bank -RRB- .	REFUTES
8332	Dopamine causes neuromodulation .	True	1	1	1	45180	Major neuromodulators in the central nervous system include dopamine , serotonin , acetylcholine , histamine , and norepinephrine .	SUPPORTS
8336	Alcoholic drink is one of the most widely used recreational drugs in the world .	True	1	1	1	52039	Alcohol is one of the most widely used recreational drugs in the world .	SUPPORTS
8379	Great white sharks do not prefer dolphins as prey.	True	1	1	1	176630	The great white shark -LRB- Carcharodon carcharias -RRB- , also known as the great white , white pointer , white shark , or white death , is a species of large mackerel shark which can be found in the coastal surface waters of all the major oceans .	NOT ENOUGH INFO
8447	Superhuman abilities may result from lever enhancement by genetic modification.	True	1	1	1	86043	Fictional characters have been portrayed as having psychic abilities , flying abilities , impossible strength , or exceptional proficiency beyond human capability .	NOT ENOUGH INFO
8484	Personality is affected by the development of task performance.	True	1	0	1	114514	Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .	NOT ENOUGH INFO
8487	Milk is a biopic.	False	0	0	1	177851	Much of Milk was filmed on Castro Street and other locations in San Francisco , including Milk 's former storefront , Castro Camera .	NOT ENOUGH INFO
8495	Benzodiazepine was globally the most prescribed medication for lung cancer in 1977.	True	1	1	1	116054	Benzodiazepines are categorized as either short - , intermediate - , or long-acting .	NOT ENOUGH INFO
8496	Military deception is a form of strategic use of music.	False	0	0	0	207348	In the buildup to the 1944 invasion of Normandy the Allies executed one of the largest deceptions in military history , Operation Bodyguard , helping them achieve full tactical surprise .	NOT ENOUGH INFO
8540	Globalism is a group of ideologies that advocate the concept of globalization in the 21st century.	True	0	1	1	74924	It is typically viewed as opposite of nationalism , and has become increasingly divisive in politics in many developed countries , such as the United States .	NOT ENOUGH INFO
8545	Azithromycin is available as a generic surgery.	True	1	0	1	129459	It may also be used for a number of sexually transmitted infections including chlamydia and gonorrhea infections .	NOT ENOUGH INFO
8564	The United States dollar is a form of cancer.	False	0	0	0	24627	Besides the United States , it is also used as the sole currency in two British Overseas Territories in the Caribbean : the British Virgin Islands and Turks and Caicos Islands .	NOT ENOUGH INFO
8589	Superhuman abilities may result from human enhancement by genetic modification using CRISPR technology.	True	1	1	0	138569	Superhuman abilities may result from human enhancement by genetic modification , cybernetic implants , nanotechnology , radiation or from human evolution in the future .	NOT ENOUGH INFO
8644	Superhuman abilities may be prevented by human enhancement by genetic modification.	False	0	0	0	43668	The band consists of Linkin Park lead singer Chester Bennington , Amir Derakh , Ryan Shuck , Brandon Belsky , Elias Andra , and Anthony `` Fu '' Valcic from Julien-K and Orgy .	NOT ENOUGH INFO
8646	Parkinson's disease causes slowness of voluntary movement.	True	1	1	1	73041	The main motor symptoms are collectively called `` parkinsonism '' , or a `` parkinsonian syndrome '' .	NOT ENOUGH INFO
8651	Species distribution can be understood through factors such as river capture and available resources.	True	1	0	1	219201	Biogeographers try to understand the factors determining a species ' distribution .	NOT ENOUGH INFO
8662	Acetylcholine induces neuromodulation by binding to receptors.	True	1	1	1	51174	Conversely , neurotransmission that involves exclusively ligand-gated ion channels is much faster .	NOT ENOUGH INFO
8669	Parkinson's disease has afflicted beagles.	True	1	1	1	76275	The disease is named after the English doctor James Parkinson , who published the first detailed description in An Essay on the Shaking Palsy , in 1817 .	NOT ENOUGH INFO
8709	Pharmacology deals with the elucidation of cellular and organismal function in relation to bioactive chemicals.	True	1	0	1	57064	Clinical pharmacology owes much of its foundation to the work of William Withering .	NOT ENOUGH INFO
8713	Personality is affected by the movement of personal memories.	True	1	0	1	78719	Different personality theorists present their own definitions of the word based on their theoretical positions .	NOT ENOUGH INFO
8716	Multicellular organisms include eurkaryotes.	True	1	1	1	161715	Multicellular organisms are organisms that consist of more than one cell , in contrast to unicellular organisms .	NOT ENOUGH INFO
8732	Serotonin prevents neuromodulation.	True	1	1	1	61443	A related distinction is also sometimes drawn between modulator and driver synaptic inputs to a neuron , but here the emphasis is on modulating ongoing neuronal spiking versus causing that spiking .	NOT ENOUGH INFO
8742	Hermit crabs belong to the superfamily the Incredibles.	True	1	0	1	90458	Most of the approximately 1100 species possess an asymmetrical abdomen that is concealed in a scavenged gastropod shell carried around by the hermit crab .	NOT ENOUGH INFO
8765	Simi Valley, California, reported a higher concentration of smog than in past years in 2012.	True	1	1	1	183408	The Reagan Library has hosted Republican primary debates , last in 2012 , and the first primary debates in 2016 .	NOT ENOUGH INFO
8772	The ovary is an organ involved in the creation of new life.	True	1	1	1	50700	All three singles went on the UK Singles Chart .	NOT ENOUGH INFO
8807	A thunderstorm has an effect on the Earth's atmosphere.	True	1	1	1	201597	A Nightmare on Elm Street was met with rave critical reviews and went on to make a very significant impact on the horror genre , spawning a franchise consisting of a line of sequels , a television series , a crossover with Friday the 13th , beyond various other works of imitation ; a remake of the same name was released in 2010 .	NOT ENOUGH INFO
8846	Shortness of breath by half capacity is one symptom of pulmonary embolism.	True	1	1	1	149726	Symptoms of a blood clot in the leg may also be present such as a red , warm , swollen , and painful leg .	NOT ENOUGH INFO
8928	Great white sharks are responsible for the largest number of reported and identified fatal unprovoked shark attacks on humans since the 1960s.	True	1	1	1	176639	The great white shark has no known natural predators other than the killer whale .	NOT ENOUGH INFO
8932	In 2015, among Americans, 56% of adults had consumed alcoholic drink in the last month, with 10% preferring wine.	True	1	1	1	37745	The song is Billboards second most played rock song of the decade .	NOT ENOUGH INFO
8937	Innovation is often also viewed as the application of better solutions that meet new people.	False	0	0	0	217104	Innovation is often manifested via the engineering process .	NOT ENOUGH INFO
8952	Dissociative identity disorder is caused by major depressive disorder.	True	1	1	1	160772	In general , the prognosis is poor , especially for those with comorbid disorders .	NOT ENOUGH INFO
8962	Solanum contains plants with ornamental gold.	True	1	0	1	152356	It also contains the nightshades and horse nettles , as well as numerous plants cultivated for their ornamental flowers and fruit .	NOT ENOUGH INFO
8993	Species distribution can be understood through factors such as available resources.	True	1	0	1	219170	The pattern of distribution is not permanent for each species .	NOT ENOUGH INFO
9027	Benzodiazepine is used to make people unhealthy.	True	1	1	1	25444	Benzodiazepines are categorized as either short - , intermediate - , or long-acting .	NOT ENOUGH INFO
9033	Doxycycline may cause diarrhea in children.	True	1	1	1	46793	If used during pregnancy or in young children may result in permanent problems with the teeth including changes in their color .	NOT ENOUGH INFO
9054	Species distribution can be understood through factors such as global warming.	True	1	0	1	219198	Humans are one of the largest distributors due to the current trends in globalization and the expanse of the transportation industry .	NOT ENOUGH INFO
9056	Antigua has a snake population.	True	1	0	1	55371	World population reached 7 billion on October 31 , 2011 according to the United Nations Population Fund , and on March 12 , 2012 according to the United States Census Bureau .	NOT ENOUGH INFO
9068	The ovary is found in symmetrical pairs along the midline of the body.	True	1	1	1	117289	It is followed by The Shadow in the North , The Tiger in the Well and The Tin Princess .	NOT ENOUGH INFO
9073	The Stanford prison experiment was an investigation into the causes of success between guards and prisoners.	False	1	0	0	139244	Zimbardo , in his role as the superintendent , allowed abuse to continue .	NOT ENOUGH INFO
