text	scientific_entities	is_claim_with_sciterm	is_claim	contains_arg	contains_scientific_term	has_url	urls	processed_urls	tlds	domain_tlds	subdomain_domain_tlds	has_sci_domain	has_sci_subdomain	has_sci_mag_domain	has_sci_news_domain	is_related_to_research	mentions_science_research_in_general	mentions_scientist	mentions_publications	mentions_research_method
Hey, someone told me mild temperatures can fight off the virus—turns out they're right! 😂 Science says so anyway. #FakeNewsCNN http://www.sciencedaily.com/releases/2020/05/200507121353.htm Stay safe out there, mate! 🚰 Take care!	1.0	False	False	False	False	True	['http://www.sciencedaily.com/releases/2020/05/200507121353.htm']	['http://www.sciencedaily.com/releases/2020/05/200507121353.htm']	['com']	['sciencedaily.com']	['www.sciencedaily.com']	True	False	True	False	False	False	False	False	False
"If you read one thing today, I hope it's this discussion between @user &amp; @user on vaccinations. As Kate says, ""Individuals in different nations are not more valuable than the people in another nation."" Here's a short thread: [Who Expert Rush COVID-19 Booster Shots Pre-mature](https://www.statnews.com/2021/08/09/who-expert-rush-covid-19-booster-shots-premature/)"	1.0	False	False	False	True	True	['https://www.statnews.com/2021/08/09/who-expert-rush-covid-19-booster-shots-premature/']	['https://www.statnews.com/2021/08/09/who-expert-rush-covid-19-booster-shots-premature/']	['com']	['statnews.com']	['www.statnews.com']	False	False	False	False	False	False	False	False	False
Impressive graph by @user is an epic portrayal of mortality rate shifts in England and Wales since 1841! Took me a moment, but now I'm thoroughly impressed—mind-blowing stuff here. Source: https://www.ft.com/content/92007e1c-d42c-11e9-8367-807ebd53ab77 image	1.0	False	False	False	True	True	['https://www.ft.com/content/92007e1c-d42c-11e9-8367-807ebd53ab77']	['https://www.ft.com/content/92007e1c-d42c-11e9-8367-807ebd53ab77']	['com']	['ft.com']	['www.ft.com']	False	False	False	False	False	False	False	False	False
Inquisitive minds unite! Happy International Men's Day – let’s celebrate their impact on society while prioritizing men’s mental wellbeing. Click through for more info: https://www.mentalhealth.org.uk/explore-mental-health/a-z-topics/men-and-mental-health #IMD2022	1.0	False	False	False	True	True	['https://www.mentalhealth.org.uk/explore-mental-health/a-z-topics/men-and-mental-health']	['https://www.mentalhealth.org.uk/explore-mental-health/a-z-topics/men-and-mental-health']	['org.uk']	['mentalhealth.org.uk']	['www.mentalhealth.org.uk']	False	False	False	False	False	False	False	False	False
Just touched down in Japan for Fukushima visits? Really? One of the most surprising things I’ve learned is about non-radiation related harms, which are pretty much always due to *misunderstandings* of radiation—because who even knows what they’re talking about. Social determinants of health? Maybe we should also check if you know basic hygiene standards before landing on that beach. Complex indeed. https://t.co/WhoIntBull15-168187	1.0	False	False	False	True	True	['https://t.co/WhoIntBull15-168187']	['https://t.co/WhoIntBull15-168187']	['co']	['t.co']	['t.co']	False	False	False	False	False	False	False	False	False
Just wanted to share my thoughts—I understand it's been quite the journey with blood clots and post-transient parses (PTs). It seems like these have provided some clarity on Long COVID from a different angle, which is comforting. I’ll let you weigh in if you’d like—a detailed page discussing this topic can be found at [http://dbkgroup.org/longcovid/](https://t.co/SiJvL5W8).	1.0	False	False	False	True	True	['http://dbkgroup.org/longcovid/', 'https://t.co/SiJvL5W8']	['http://dbkgroup.org/longcovid/', 'https://t.co/SiJvL5W8']	['org', 'co']	['dbkgroup.org', 't.co']	['dbkgroup.org', 't.co']	False	False	False	False	False	False	False	False	False
Lenders Don’t Worry About Their Funds – Check It Out in the Australian Journal of Political Economy: https://yanisvaroufakis.eu/2016/06/12/creditors-uninterested-in-getting-their-money-back-political-economy-lecture-now-published-in-the-australian-journal-of-political-economy/	1.0	False	False	False	False	True	['https://yanisvaroufakis.eu/2016/06/12/creditors-uninterested-in-getting-their-money-back-political-economy-lecture-now-published-in-the-australian-journal-of-political-economy/']	['https://yanisvaroufakis.eu/2016/06/12/creditors-uninterested-in-getting-their-money-back-political-economy-lecture-now-published-in-the-australian-journal-of-political-economy/']	['eu']	['yanisvaroufakis.eu']	['yanisvaroufakis.eu']	False	False	False	False	False	False	False	False	False
Let’s dive into discussions about academic peer review practices! Have you encountered any restrictive tendencies? I'm currently recruiting participants for my doctoral research on this topic. Check out more details here: [https://www.jamielundine.com/blog/lets-talk-about-peer-review](https://www.jamielundine.com/blog/lets-talk-about-peer-review) #AcademicResearch #PeerReviewDiscussions #AcademicInquiries	1.0	False	False	False	True	True	['https://www.jamielundine.com/blog/lets-talk-about-peer-review', 'https://www.jamielundine.com/blog/lets-talk-about-peer-review']	['https://www.jamielundine.com/blog/lets-talk-about-peer-review', 'https://www.jamielundine.com/blog/lets-talk-about-peer-review']	['com', 'com']	['jamielundine.com', 'jamielundine.com']	['www.jamielundine.com', 'www.jamielundine.com']	False	False	False	False	False	False	False	False	False
Let’s talk! I’m curious about restrictive practices in peer review—any experiences or insights? 🐾 Looking for volunteers for my doctoral research. Check out more here: https://www.jamielundine.com/blog/lets-talk-about-peer-review #PeerReview #AcademicTwitter #AcademicChatter 😎	1.0	False	False	False	True	True	['https://www.jamielundine.com/blog/lets-talk-about-peer-review']	['https://www.jamielundine.com/blog/lets-talk-about-peer-review']	['com']	['jamielundine.com']	['www.jamielundine.com']	False	False	False	False	False	False	False	False	False
MDLintX reveals groundbreaking neuropsychological findings on pediatric maltreatment and PTSD—check out the full report here: [http://www.mdlinx.com/psychiatry/news-article.cfm/4747463/?xml&utm_source=dlvr.it&utm_medium=twitter](http://www.mdlinx.com/psychiatry/news_article.cfm/4747463/?xml&utm_source=dlvr.it&utm_medium=twitter)	1.0	False	False	False	False	True	['http://www.mdlinx.com/psychiatry/news-article.cfm/4747463/?xml', 'http://www.mdlinx.com/psychiatry/news_article.cfm/4747463/?xml']	['http://www.mdlinx.com/psychiatry/news-article.cfm/4747463/?xml', 'http://www.mdlinx.com/psychiatry/news_article.cfm/4747463/?xml']	['com', 'com']	['mdlinx.com', 'mdlinx.com']	['www.mdlinx.com', 'www.mdlinx.com']	False	False	False	False	True	False	False	True	False
MULTIBLE BRTHS EXPNSE MR THAN Sngle BRTHS STU DY SHWS http://www.foxns/health/2013/11/12/MULTIPLE BIRTHS COST SIGNIFICANTLY MORE THAN SINGLE BIRTGS STUDY SHOWS/	1.0	False	False	False	False	True	['http://www.foxns/health/2013/11/12/MULTIPLE']	['http://www.foxns/health/2013/11/12/MULTIPLE']	['error']	['error']	['error']	False	False	False	False	False	False	False	False	False
Meditating on the latest explorations from @user. How does their journey through thought and inquiry inspire? Perhaps as a reminder of our shared quest for understanding in an ever-changing world. #MindfulReading http://www.tandfonline.com/toc/real20/current	1.0	False	False	False	False	True	['http://www.tandfonline.com/toc/real20/current']	['http://www.tandfonline.com/toc/real20/current']	['com']	['tandfonline.com']	['www.tandfonline.com']	True	True	False	False	False	False	False	False	False
Methane Hydrate: A game-changer for our planet's future—clean energy & climate solutions http://www.sciencedirect.com/science/article/pii/S1871174X16300488 Let’s work together to unlock its potential responsibly! #SustainableScience #EarthFirst	1.0	False	False	False	True	True	['http://www.sciencedirect.com/science/article/pii/S1871174X16300488']	['http://www.sciencedirect.com/science/article/pii/S1871174X16300488']	['com']	['sciencedirect.com']	['www.sciencedirect.com']	True	True	True	False	False	False	False	False	False
Mysterious fasting-like regimens might alter growth factors and metabolite levels in unexpected ways, potentially aiding cancer therapy by weakening cancer cells. https://www.nature.com/articles/s41568-018-0061-0	1.0	False	False	False	True	True	['https://www.nature.com/articles/s41568-018-0061-0']	['https://www.nature.com/articles/s41568-018-0061-0']	['com']	['nature.com']	['www.nature.com']	True	True	False	False	False	False	False	False	False
Mystery alert! Just three months after the #DressGate scandal, scientists are deciphering the science behind two iconic dresses from *The New York Times*—the blue&black and white&gold enigmas. Intrigue? Unlikely. Intrigue? Yes! 🕵️♂️ [Click here to explore](http://www.nytimes.com/2015/05/15/science/the-science-behind-dressgate.html)	1.0	False	False	False	True	True	['http://www.nytimes.com/2015/05/15/science/the-science-behind-dressgate.html']	['http://www.nytimes.com/2015/05/15/science/the-science-behind-dressgate.html']	['com']	['nytimes.com']	['www.nytimes.com']	True	False	False	True	False	False	False	False	False
"Nelly Mayer examines the interplay between inequality, welfare systems, and politics in Europe through her article ""Bring the Poor Back In! Inequalities, Welfare and Politics"" published in *European Political Science* 13.2 (2014), pp. 187-200. The work is available at [http://dx.doi.org/10.1057/eps.2014.4](http://dx.doi.org/10.1057/eps.2014.4). An image accompanies the article for visual reference or discussion purposes, but further details about it are not provided here."	1.0	False	False	False	True	True	['http://dx.doi.org/10.1057/eps.2014.4', 'http://dx.doi.org/10.1057/eps.2014.4']	['http://dx.doi.org/10.1057/eps.2014.4', 'http://dx.doi.org/10.1057/eps.2014.4']	['org', 'org']	['doi.org', 'doi.org']	['dx.doi.org', 'dx.doi.org']	True	True	False	False	False	False	False	False	False
Neurobiological factors play a crucial role in understanding abnormal aggression and violent behavior. If ignored, these biological influences could lead to devastating societal consequences like family breakdowns, widespread neglect of empathy, and tragic outcomes such as mass shootings or wars. The importance of addressing this issue cannot be overstated—our path forward requires bold action before we face even greater horrors. https://t.co/5YvXkT1234	1.0	True	True	True	True	True	['https://t.co/5YvXkT1234']	['https://t.co/5YvXkT1234']	['co']	['t.co']	['t.co']	False	False	False	False	False	False	False	False	False
"New Research Unveils Climate Change's Impact on Mental Health - The Atlantic https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/

Wait, that seems a bit redundant. Let me try again with more variety.

New Study Showcases Climate Change's Dark Side - The Atlantic https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/

Hmm, perhaps adding a question to start. How about:

Is Heat the New Trigger for Suicides? - The Atlantic https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/

That's better! It engages with a question and includes the key point."	1.0	False	False	False	True	True	['https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/', 'https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/', 'https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/']	['https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/', 'https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/', 'https://www.theatlantic.com/science/archive/2018/07/high-temperatures-cause-suicide-rates-to-increase/565826/']	['com', 'com', 'com']	['theatlantic.com', 'theatlantic.com', 'theatlantic.com']	['www.theatlantic.com', 'www.theatlantic.com', 'www.theatlantic.com']	True	False	False	True	False	False	False	False	False
Observations indicate that primary infection with dengue or Zika virus does not affect the severity of heterologous secondary infection in macaques. https://www.biorxiv.org/content/10.1101/613802v1	1.0	True	True	True	True	True	['https://www.biorxiv.org/content/10.1101/613802v1']	['https://www.biorxiv.org/content/10.1101/613802v1']	['org']	['biorxiv.org']	['www.biorxiv.org']	True	True	False	False	False	False	False	False	False
October 19, 2017: Big momentum in stem cell studies toward breakthroughs for age-related frailty! Check out what Miller School of Medicine at the University of Miami has been working on—leading the way in innovative research and therapies. Link here: http://www.med.miami.edu/news/published-stem-cell-studies-build-momentum-toward-therapy-for-age-associated Frailty. #stemcells #antiaging	1.0	False	False	False	True	True	['http://www.med.miami.edu/news/published-stem-cell-studies-build-momentum-toward-therapy-for-age-associated']	['http://www.med.miami.edu/news/published-stem-cell-studies-build-momentum-toward-therapy-for-age-associated']	['edu']	['miami.edu']	['www.med.miami.edu']	False	False	False	False	False	False	False	False	False
Optical Sensors Reveal Something Poetic About Our Ocean's Depths by Sarah Lou Carolin Giering http://www.ocean4future.org/archives/16712 #MarineMagic #OceanOasis #OpticsOfLove	1.0	False	False	False	False	True	['http://www.ocean4future.org/archives/16712']	['http://www.ocean4future.org/archives/16712']	['org']	['ocean4future.org']	['www.ocean4future.org']	False	False	False	False	False	False	False	False	False
"Organic food is more than just a dietary choice—it’s a movement toward sustainable agriculture and healthier ecosystems. As the world grapples with population growth and climate change, understanding whether organic can truly feed the planet becomes not just an issue of availability but also sustainability. Organic farming practices have unique environmental impacts compared to conventional methods, yet they offer potential solutions for resource efficiency and food security. However, challenges like higher costs must be balanced against emerging markets’ demands for healthier options.

Whether organic can meet global needs while preserving our natural capital is a question worth exploring deeply. It’s not just about what we eat but how we grow it responsibly. If you’re intrigued, dive into the link below to see what experts and data say on this critical issue: http://www.foodnavigator.com/Market-Trends/Can-organic-feed-the-world"	1.0	False	False	False	True	True	['http://www.foodnavigator.com/Market-Trends/Can-organic-feed-the-world']	['http://www.foodnavigator.com/Market-Trends/Can-organic-feed-the-world']	['com']	['foodnavigator.com']	['www.foodnavigator.com']	False	False	False	False	False	False	False	False	False
Our financial situation feels a lot like an underfunded balloon trying to float without any real weight — check out the CBO’s forecasts for more reasons to panic! 🎯>>>>>>> https://t.co/9XgE1d5k6j	1.0	False	False	False	True	True	['https://t.co/9XgE1d5k6j']	['https://t.co/9XgE1d5k6j']	['co']	['t.co']	['t.co']	False	False	False	False	False	False	False	False	False
PTSD: Twice As Likely For Black Women With Breast Cancer—but Proactive Steps Can Empower Recovery. https://www.huffingtonpost.com/2013/03/04/ptsd-and-breast-cancer-diagnosed-black-women_n_2806311.html #conscioushealthsolutions #health	1.0	False	False	False	True	True	['https://www.huffingtonpost.com/2013/03/04/ptsd-and-breast-cancer-diagnosed-black-women_n_2806311.html']	['https://www.huffingtonpost.com/2013/03/04/ptsd-and-breast-cancer-diagnosed-black-women_n_2806311.html']	['com']	['huffingtonpost.com']	['www.huffingtonpost.com']	False	False	False	False	False	False	False	False	False
Perhaps most intriguing is how some individuals who know e-cigarettes aren't as harmful as regular cigarettes still see this as a success due to misinformation. https://rodutobaccotruth.blogspot.com/2018/02/american-smokers-misperception-of-e.html	1.0	False	False	False	True	True	['https://rodutobaccotruth.blogspot.com/2018/02/american-smokers-misperception-of-e.html']	['https://rodutobaccotruth.blogspot.com/2018/02/american-smokers-misperception-of-e.html']	['com']	['blogspot.com']	['rodutobaccotruth.blogspot.com']	False	False	False	False	False	False	False	False	False
"Place stigma stands as a crucial determinant in perpetuating health and wellbeing disparities. I recently highlighted its significance before the House of Lords select committee examining seaside town regeneration efforts. The tweet underscores how empowering local communities to redesign their urban legacies can alleviate place stigma's impact on health.

[@user]
Link: [http://theconversation.com/giving-a-place-a-bad-reputation-can-harm-its-residents-health-unless-theyre-empowered-to-change-it-111157](https://theconversation.com/giving-a-place-a-bad-reputation-can-harm-its-residents-health-unless-theyre-empowered-to-change-it-111157)
[@user]"	1.0	False	False	False	True	True	['http://theconversation.com/giving-a-place-a-bad-reputation-can-harm-its-residents-health-unless-theyre-empowered-to-change-it-111157', 'https://theconversation.com/giving-a-place-a-bad-reputation-can-harm-its-residents-health-unless-theyre-empowered-to-change-it-111157']	['http://theconversation.com/giving-a-place-a-bad-reputation-can-harm-its-residents-health-unless-theyre-empowered-to-change-it-111157', 'https://theconversation.com/giving-a-place-a-bad-reputation-can-harm-its-residents-health-unless-theyre-empowered-to-change-it-111157']	['com', 'com']	['theconversation.com', 'theconversation.com']	['theconversation.com', 'theconversation.com']	False	False	False	False	False	False	False	False	False
RT @philosopher: 📝 Investigative Grants for Public Health Journalists! Explore truths and reveal the hidden side of medicine. ₹500k grant for six months—your time to uncover the real story. Freedom lies in your choice but remember: truth is a responsibility, not a privilege. Apply now at https://thakur-foundation.org/ or via @ThakurFDN's Twitter thread starting April 20! Let’s amplify awareness responsibly! #PublicHealthInvestigativeWork	1.0	False	False	False	True	True	['https://thakur-foundation.org/']	['https://thakur-foundation.org/']	['org']	['thakur-foundation.org']	['thakur-foundation.org']	False	False	False	False	False	False	False	False	False
RT @thakurfdn: 📖 Unlock the power of investigative journalism! The Thakur Foundation is offering exclusive opportunities to passionate reporters with a competitive salary package. ⏰ Limited period offer: INR 500,000 over six months for impactful reporting. Choose your media platform and dive into important public health stories. Don’t miss this chance—apply now at https://thakur-foundation.org/ or through our @ThakurFoundation Twitter handle! #PublicHealthJournalism #ReportersEdge	1.0	False	False	False	True	True	['https://thakur-foundation.org/']	['https://thakur-foundation.org/']	['org']	['thakur-foundation.org']	['thakur-foundation.org']	False	False	False	False	False	False	False	False	False
RT BBCScienceNews: A database designed to assist conservationists and landowners in selecting trees suited to specific regions, ensuring optimal growth while supporting biodiversity & ecological balance. Developed by WWF & WWF-UK, this tool leverages climate data & local conditions for informed tree selection decisions. https://www.bbc.co.uk/news/science-environment-37980832	1.0	False	False	False	True	True	['https://www.bbc.co.uk/news/science-environment-37980832']	['https://www.bbc.co.uk/news/science-environment-37980832']	['co.uk']	['bbc.co.uk']	['www.bbc.co.uk']	True	False	False	True	False	False	False	False	False
Research highlights that enhancing patient engagement can reduce serious complications during hospital stays: https://www.sciencedaily.com/releases/2017/07/170717110442.htm. #ptsafety	1.0	False	False	False	False	True	['https://www.sciencedaily.com/releases/2017/07/170717110442.htm.']	['https://www.sciencedaily.com/releases/2017/07/170717110442.htm.']	['com']	['sciencedaily.com']	['www.sciencedaily.com']	True	False	True	False	False	False	False	False	False
Research shows deactivating your Facebook account can be beneficial for mental health. This finding is supported by recent studies examining online behavior and its impact on well-being. https://www.fastcompany.com/90300084/study-deactivating-your-facebook-account-is-good-for-your-mental-health?partner=rss&utm_source=twitter.com&utm_medium=social&utm_campaign=rss+fastcompany&utm_content=rss	1.0	False	False	False	True	True	['https://www.fastcompany.com/90300084/study-deactivating-your-facebook-account-is-good-for-your-mental-health?partner=rss']	['https://www.fastcompany.com/90300084/study-deactivating-your-facebook-account-is-good-for-your-mental-health?partner=rss']	['com']	['fastcompany.com']	['www.fastcompany.com']	False	False	False	False	False	False	False	False	False
Researchers tested AdNraseam—Google’s new way to make ads disappear completely, apparently. It works so well that you’ll be surprised just how much fewer ads you get after using it. Give it a try—it’s like the Google ad equivalent of winning the Nobel Peace Prize! 😂 https://www.technologyreview.com/2021/01/06/1015784/adsense-google-surveillance-adnauseam-obfuscation/?utm_medium=tr_social&utm_campaign=site_visitor.unpaid.engagement&utm_source=Twitter#Echobox=1610732074	1.0	False	False	False	True	True	['https://www.technologyreview.com/2021/01/06/1015784/adsense-google-surveillance-adnauseam-obfuscation/?utm_medium=tr_social']	['https://www.technologyreview.com/2021/01/06/1015784/adsense-google-surveillance-adnauseam-obfuscation/?utm_medium=tr_social']	['com']	['technologyreview.com']	['www.technologyreview.com']	False	False	False	False	False	False	False	False	False
Rice farmers face a major challenge: wasting billions of pounds of fertilizer annually. Now, scientists are engineering rice varieties and exploring innovative techniques like using enzymes to break down pesticides on plant stems before they harm crops. This breakthrough could slash global fertilizer waste by up to 50% while boosting agricultural productivity—a win-win for the planet! https://t.co/1234567890	1.0	False	False	False	True	True	['https://t.co/1234567890']	['https://t.co/1234567890']	['co']	['t.co']	['t.co']	False	False	False	False	False	False	False	False	False
Rice's evolving into something truly magical! 🌟 Using engineered rice for less fertilizer? Yes please—sustainability meets deliciousness like never before! Protecting our planet while keeping our plates full—that’s love. 💌 Check out how this innovative approach is making a big difference: https://t.co/LinkToImage	1.0	False	False	False	True	True	['https://t.co/LinkToImage']	['https://t.co/LinkToImage']	['co']	['t.co']	['t.co']	False	False	False	False	False	False	False	False	False
Scientists have achieved state-of-the-art precision by mapping molecular structures within animal tissues at an unprecedented scale. This breakthrough offers new insights into gene regulation and disease mechanisms while advancing our understanding of cellular processes. For more details, visit [Phys.org](http://Phys.org) or explore GenPhys's latest research here: [https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org](https://www.genphys.com/science news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org).	1.0	False	False	False	True	True	['http://Phys.org', 'https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org', 'https://www.genphys.com/science']	['http://Phys.org', 'https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org', 'https://www.genphys.com/science']	['org', 'com', 'com']	['phys.org', 'genphys.com', 'genphys.com']	['phys.org', 'www.genphys.com', 'www.genphys.com']	True	False	True	False	True	True	False	False	False
Scientists have created detailed molecular maps of animal tissues at never-before seen levels of precision—check out the latest findings on [Phys.org](https://www.phys.org/) for more insights! https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org	1.0	False	False	False	True	True	['https://www.phys.org/', 'https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org']	['https://www.phys.org/', 'https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org']	['org', 'com']	['phys.org', 'genphys.com']	['www.phys.org', 'www.genphys.com']	True	False	True	False	False	False	False	False	False
Scientists have discovered a molecule that may hold clues about how life first thrived on Earth—a reminder that even our ancient planet teems with intricate biological codes etched into molecular tape. https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html via @user	1.0	False	False	False	True	True	['https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html']	['https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html']	['org']	['phys.org']	['phys.org']	True	False	True	False	False	False	False	False	False
Scientists just reminded us of a discovery way way back when—finding a molecule that could have helped cells survive—and thrive—on early Earth! 🌍 Check it out: https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html via @user	1.0	False	False	False	True	True	['https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html']	['https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html']	['org']	['phys.org']	['phys.org']	True	False	True	False	False	False	False	False	False
Sleep significantly influences neurogenesis in the hippocampus by modulating inhibitory signals, a process critical for maintaining brain health and preventing neurodegenerative disorders. A 2013 study published in *Zedie* highlights this connection between sleep quality and cognitive function. For more details, visit [this link](https://zedie.org/2013/09/05/sleep-boosts-brain-cell-numbers-2/).	1.0	False	False	False	True	True	['https://zedie.org/2013/09/05/sleep-boosts-brain-cell-numbers-2/']	['https://zedie.org/2013/09/05/sleep-boosts-brain-cell-numbers-2/']	['org']	['zedie.org']	['zedie.org']	False	False	False	False	False	False	False	False	False
Speaking of galaxies, the Milky Way has never looked more stunning in authentic @user's SOHO/LASCO / LASCO instruments images at http://sohodata.nascom.nasa.gov/cgi-bin/data_query_search_url?Session=web&Resolution=2&Display=Images&NumImg=30&Types=instrument=LASCO:detector=C3 image	1.0	False	False	False	True	True	['http://sohodata.nascom.nasa.gov/cgi-bin/data_query_search_url?Session=web']	['http://sohodata.nascom.nasa.gov/cgi-bin/data_query_search_url?Session=web']	['gov']	['nasa.gov']	['sohodata.nascom.nasa.gov']	False	False	False	False	False	False	False	False	False
Struggling with levels of explanation in behavioral sciences... Sometimes it's like parsing a dense paragraph meant to explain something simple but ends up spinning your head. Then you wonder if the article is about apples or bananas, let alone pears. https://journal.frontiersin.org/Article/10.3389/fpsyg.2015.00213	1.0	False	False	False	True	True	['https://journal.frontiersin.org/Article/10.3389/fpsyg.2015.00213']	['https://journal.frontiersin.org/Article/10.3389/fpsyg.2015.00213']	['org']	['frontiersin.org']	['journal.frontiersin.org']	True	True	False	False	False	False	False	False	False
Study: Decriminalization of Marijuana Leads to Decreased Arrests, No Rise in Youth Use https://bit.ly/3iB57Kd	1.0	False	False	False	False	True	['https://bit.ly/3iB57Kd']	['https://bit.ly/3iB57Kd']	['ly']	['bit.ly']	['bit.ly']	False	False	False	False	False	False	False	False	False
"Sure! Here's an alternate version of the tweet:

""Why the definition of polycystic ovary syndrome may harm women https://www.eurekalert.org/pub_releases/2017-08/uos-wtd081417.php #sciencepolicy"""	1.0	False	False	False	True	True	['https://www.eurekalert.org/pub_releases/2017-08/uos-wtd081417.php']	['https://www.eurekalert.org/pub_releases/2017-08/uos-wtd081417.php']	['org']	['eurekalert.org']	['www.eurekalert.org']	True	False	True	False	False	False	False	False	False
"Sure! Here's an alternate version with a philosophical tone:
@user Impressive grasp of concepts like statistical reliability—it shows such wisdom in discerning causality from correlation. Always appreciate the critical thinking behind interpreting data and understanding sample size's role. https://en.wikipedia.org/wiki/Statistical_significance"	1.0	False	False	False	True	True	['https://en.wikipedia.org/wiki/Statistical_significance']	['https://en.wikipedia.org/wiki/Statistical_significance']	['org']	['wikipedia.org']	['en.wikipedia.org']	False	False	False	False	False	False	False	False	False
Thanks for your support! We’re thrilled you’re interested in plant-based diets. If you’d like to stay up-to-date with our latest research and explore more about this exciting topic, follow us @user to catch all the updates at https://www.swansea.ac.uk/sports-science/astem/omniplant/.	1.0	False	False	False	True	True	['https://www.swansea.ac.uk/sports-science/astem/omniplant/.']	['https://www.swansea.ac.uk/sports-science/astem/omniplant/.']	['ac.uk']	['swansea.ac.uk']	['www.swansea.ac.uk']	False	False	False	False	True	True	False	False	False
The 5th World Congress on Mental Health and Wellness, hosted at the Pacific Gateway Hotel near Vancouver Airport in British Columbia, Canada, took place from July 25 to 26, 2018. This significant gathering brought together global leaders and experts to explore innovative strategies for mental health and wellness, aiming to enhance overall well-being across diverse populations. https://annualmentalhealth.psychologysummit.com/	1.0	False	False	False	True	True	['https://annualmentalhealth.psychologysummit.com/']	['https://annualmentalhealth.psychologysummit.com/']	['com']	['psychologysummit.com']	['annualmentalhealth.psychologysummit.com']	False	False	False	False	False	False	False	False	False
The EU and Turkey in the Post-Arab Spring Era: Mapping Strategic Interests in the Turbulent Neighborhood https://bit.ly/3xZvQl5	1.0	False	False	False	False	True	['https://bit.ly/3xZvQl5']	['https://bit.ly/3xZvQl5']	['ly']	['bit.ly']	['bit.ly']	False	False	False	False	False	False	False	False	False
The EU has given five exceptional researchers from the University of Edinburgh an incredible treasure: funding for groundbreaking research. Their innovative work is paving the way for a future filled with scientific wonders! https://www.ed.ac.uk/news/2020/scientific-research-bids-earn-european-funding	1.0	False	False	False	True	True	['https://www.ed.ac.uk/news/2020/scientific-research-bids-earn-european-funding']	['https://www.ed.ac.uk/news/2020/scientific-research-bids-earn-european-funding']	['ac.uk']	['ed.ac.uk']	['www.ed.ac.uk']	False	False	False	False	False	False	False	False	False
The House science committee anti-NSF witch hunt is now demanding info on malware grants—this might be more interesting than anything else they're investigating. https://bit.ly/2H5GwlZ	1.0	False	False	False	True	True	['https://bit.ly/2H5GwlZ']	['https://bit.ly/2H5GwlZ']	['ly']	['bit.ly']	['bit.ly']	False	False	False	False	False	False	False	False	False
"The House science committee is launching a ""scare campaign"" by demanding detailed information on NSF grants in the physical sciences, raising serious concerns about improper funding practices. https://t.co/NSF5q"	1.0	False	False	False	True	True	['https://t.co/NSF5q']	['https://t.co/NSF5q']	['co']	['t.co']	['t.co']	False	False	False	False	False	False	False	False	False
"The Montana media should give this story more attention. Congressman Greg Gianforte has made anti-science statements by rejecting evolutionary theory, dismissing climate science, and recently claiming ""herd immunity"" is a solution for the coronavirus pandemic. https://www.huffpost.com/entry/greg-gianforte-science-pseudoscience_n_5f63dd4fc5b6ba9eb6eb92b0?ncid=engmodushpmg00000004"	1.0	False	False	False	True	True	['https://www.huffpost.com/entry/greg-gianforte-science-pseudoscience_n_5f63dd4fc5b6ba9eb6eb92b0?ncid=engmodushpmg00000004']	['https://www.huffpost.com/entry/greg-gianforte-science-pseudoscience_n_5f63dd4fc5b6ba9eb6eb92b0?ncid=engmodushpmg00000004']	['com']	['huffpost.com']	['www.huffpost.com']	False	False	False	False	False	False	False	False	False
